is_race_on,timestamp_ms,engine_max_rpm,engine_idle_rpm,current_engine_rpm,acceleration_x,acceleration_y,acceleration_z,velocity_x,velocity_y,velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,yaw,pitch,roll,normalized_suspension_travel_front_left,normalized_suspension_travel_front_right,normalized_suspension_travel_rear_left,normalized_suspension_travel_rear_right,tire_slip_ratio_front_left,tire_slip_ratio_front_right,tire_slip_ratio_rear_left,tire_slip_ratio_rear_right,wheel_rotation_speed_front_left,wheel_rotation_speed_front_right,wheel_rotation_speed_rear_left,wheel_rotation_speed_rear_right,wheel_on_rumble_strip_front_left,wheel_on_rumble_strip_front_right,wheel_on_rumble_strip_rear_left,wheel_on_rumble_strip_rear_right,wheel_in_puddle_front_left,wheel_in_puddle_front_right,wheel_in_puddle_rear_left,wheel_in_puddle_rear_right,surface_rumble_front_left,surface_rumble_front_right,surface_rumble_rear_left,surface_rumble_rear_right,tire_slip_angle_front_left,tire_slip_angle_front_right,tire_slip_angle_rear_left,tire_slip_angle_rear_right,tire_combined_slip_front_left,tire_combined_slip_front_right,tire_combined_slip_rear_left,tire_combined_slip_rear_right,suspension_travel_meters_front_left,suspension_travel_meters_front_right,suspension_travel_meters_rear_left,suspension_travel_meters_rear_right,car_ordinal,car_class,car_performance_index,drivetrain_type,num_cylinders,car_group,smashable_vel_diff,smashable_mass,position_x,position_y,position_z,speed,power,torque,tire_temp_front_left,tire_temp_front_right,tire_temp_rear_left,tire_temp_rear_right,boost,fuel,distance_traveled,best_lap,last_lap,current_lap,current_race_time,lap_number,race_position,accel,brake,clutch,hand_brake,gear,steer,normalized_driving_line,normalized_ai_brake_difference
1,123456,8000.0,900.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,46.82941818237305,300000.0,450.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,4880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,47.82414627075195,300000.0,450.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,48.64078140258789,300000.0,450.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,49.27116394042969,300000.0,450.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,49.7089958190918,300000.0,450.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,49.94990158081055,300000.0,450.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,49.99147033691406,300000.0,450.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,49.83329772949219,300000.0,450.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,49.476951599121094,300000.0,450.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,48.926002502441406,300000.0,450.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,48.18594741821289,300000.0,450.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,47.26418685913086,300000.0,450.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,46.16992950439453,300000.0,450.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,44.91410446166992,300000.0,450.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,5920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,43.50926208496094,300000.0,450.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,41.969444274902344,300000.0,450.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,40.310028076171875,300000.0,450.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,38.5475959777832,300000.0,450.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,36.699764251708984,300000.0,450.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,34.78498840332031,300000.0,450.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,32.8223991394043,300000.0,450.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,30.831613540649414,300000.0,450.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,28.832517623901367,300000.0,450.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,26.8450870513916,300000.0,450.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,24.889177322387695,300000.0,450.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,22.98433494567871,300000.0,450.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,21.14959144592285,300000.0,450.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,200,0,0,0,4,-30,0,0
1,123456,8000.0,900.0,6960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,2027,5,800,1,8,0,0.0,0.0,0.0,0.0,0.0,19.403276443481445,300000.0,450.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,0,200,0,0,0,4,-30,0,0
